,id,product_quality,staff_service,queues_checkout,assortment_availability,store_cleanliness,other_problem,label_status,label_error
141,34803,True,False,False,False,False,True,True,
142,35445,True,True,False,False,False,False,True,
143,35465,True,False,True,True,False,False,True,
144,35898,False,False,False,False,False,False,True,
145,35916,False,False,False,False,False,True,True,
146,35974,True,True,True,False,False,False,True,
147,36069,True,True,False,False,False,False,True,
148,36165,True,True,True,False,False,False,True,
149,36393,False,False,False,True,True,True,True,
150,36730,False,False,False,False,False,True,True,
151,36770,False,True,False,False,False,True,True,
152,37178,False,True,False,False,False,True,True,
153,37481,False,True,False,True,False,True,True,
154,37577,True,True,True,False,True,False,True,
155,37694,False,True,True,False,False,False,True,
156,37924,False,False,False,False,False,True,True,
157,38466,False,True,False,False,False,True,True,
158,38975,True,True,False,False,True,True,True,
159,38996,True,False,False,False,True,True,True,
160,39273,True,True,False,False,False,False,True,
161,39344,False,True,True,False,False,True,True,
162,39517,True,True,False,False,False,True,True,
163,39592,False,False,False,True,True,False,True,
164,39821,True,True,False,False,True,True,True,
165,39852,True,False,False,True,False,False,True,
166,39867,True,False,False,False,False,False,True,
167,40109,False,False,False,False,False,True,True,
168,40415,False,True,True,False,False,True,True,
169,40700,False,True,False,False,False,True,True,
170,41361,False,True,False,False,False,True,True,
171,41508,True,True,True,False,False,True,True,
172,41677,False,True,False,False,False,False,True,
173,41771,True,True,False,False,False,False,True,
174,41875,True,True,False,True,False,False,True,
175,42782,False,True,False,False,False,False,True,
176,43213,True,True,True,True,False,False,True,
177,43226,False,True,False,False,False,True,True,
178,43833,False,True,False,False,False,False,True,
179,43936,False,False,True,False,False,False,True,
180,44350,False,False,False,True,False,True,True,
181,44351,True,False,False,True,True,False,True,
182,44413,False,True,False,False,False,False,True,
183,44455,True,False,False,False,False,False,True,
184,44487,False,True,False,False,False,False,True,
185,44928,False,False,False,False,False,True,True,
186,45181,False,True,True,False,False,False,True,
187,45398,True,False,False,False,False,False,True,
188,46086,True,False,False,False,False,True,True,
189,46272,False,False,False,False,True,True,True,
190,46339,False,True,True,False,False,False,True,
191,46661,True,False,False,False,False,False,True,
192,46741,False,True,False,False,False,True,True,
193,46769,False,False,False,False,False,True,True,
194,46893,False,True,False,False,False,True,True,
195,47416,True,False,False,False,False,False,True,
196,47426,False,False,False,False,False,True,True,
197,47623,True,False,False,False,False,False,True,
198,47653,False,True,False,False,False,False,True,
199,47909,False,False,False,False,False,True,True,
200,47910,False,False,False,False,True,True,True,
201,48402,True,True,False,False,False,False,True,
202,48451,False,True,False,False,False,True,True,
203,48551,True,True,False,False,False,False,True,
204,49080,False,True,False,False,True,False,True,
205,49231,False,False,True,False,False,True,True,
206,49316,True,True,False,False,False,False,True,
207,49365,False,True,True,False,False,False,True,
208,49366,True,True,False,False,False,False,True,
209,49467,False,True,True,False,False,False,True,
210,50133,False,False,False,False,False,True,True,
211,50489,False,True,False,False,False,False,True,
212,50911,False,True,False,False,False,True,True,
213,51462,False,True,False,False,False,True,True,
214,51614,False,False,True,False,False,True,True,
215,51821,False,True,False,False,False,False,True,
216,52290,False,False,False,False,False,True,True,
217,52349,True,False,False,False,False,False,True,
218,52585,False,False,False,False,False,True,True,
219,52679,True,False,True,False,False,False,True,
220,52681,True,False,False,False,False,False,True,
221,52902,False,True,False,False,True,False,True,
222,52928,True,False,True,True,False,True,True,
223,54385,False,False,True,False,False,False,True,
224,55772,False,True,False,False,False,False,True,
225,56176,False,True,False,False,False,True,True,
226,56344,False,True,False,False,False,True,True,
227,57148,False,False,True,False,True,True,True,
228,57518,False,True,False,False,False,False,True,
229,58624,True,True,True,False,False,True,True,
230,59712,True,False,True,False,True,True,True,
231,59875,False,False,False,False,False,True,True,
232,59906,False,True,False,False,True,False,True,
233,60120,False,False,True,False,False,True,True,
234,60382,False,False,False,True,False,False,True,
235,60978,False,False,False,False,False,False,True,
236,61220,False,False,False,False,True,True,True,
237,61409,False,True,True,False,False,False,True,
238,61595,False,True,True,False,False,True,True,
239,61691,False,True,True,False,False,False,True,
240,61692,False,True,True,False,True,False,True,
241,61855,True,True,False,False,False,False,True,
242,62005,False,True,False,False,False,True,True,
243,62006,True,False,False,False,False,False,True,
244,63518,False,True,False,False,False,False,True,
245,63987,False,True,False,False,False,True,True,
246,65016,True,True,False,True,False,False,True,
247,65166,True,True,False,True,False,False,True,
248,65624,False,True,False,False,False,False,True,
249,65779,True,False,False,False,False,False,True,
250,66108,False,True,False,False,False,False,True,
251,66117,False,True,True,False,False,False,True,
252,66637,False,True,False,False,False,False,True,
253,66948,True,False,False,False,False,False,True,
254,67282,False,False,False,False,False,True,True,
255,67287,False,True,False,False,True,True,True,
256,67545,True,False,False,False,False,True,True,
257,67587,False,False,False,False,False,False,True,
258,67700,False,True,False,False,False,False,True,
259,68167,False,False,False,True,False,True,True,
260,68424,True,False,True,False,False,False,True,
261,68463,True,False,False,False,False,False,True,
262,68779,False,True,True,False,True,False,True,
263,68796,False,False,False,True,False,True,True,
264,68974,True,False,False,False,True,False,True,
265,69119,True,True,False,False,False,False,True,
266,69428,True,True,False,False,False,False,True,
267,69761,False,False,True,False,False,False,True,
268,70374,False,False,False,False,False,True,True,
269,70399,False,True,False,False,False,False,True,
270,70686,False,False,False,False,False,True,True,
271,70896,False,True,True,False,False,True,True,
272,71216,False,True,False,False,False,True,True,
273,71267,False,True,False,False,False,False,True,
274,72061,False,False,False,False,False,True,True,
275,72116,False,True,False,False,True,False,True,
276,72293,True,True,False,False,False,False,True,
277,72367,True,False,True,True,False,False,True,
278,72444,False,False,False,True,True,False,True,
279,72521,False,False,True,False,False,True,True,
280,72523,False,True,False,False,False,True,True,
281,73010,True,True,False,False,False,False,True,
282,73136,True,True,False,False,False,False,True,
283,73591,False,True,False,False,True,False,True,
284,73723,False,True,True,False,False,False,True,
285,73877,False,True,True,True,False,False,True,
286,74016,False,True,False,False,False,True,True,
287,74052,True,False,False,False,True,False,True,
288,74409,False,True,True,False,False,False,True,
289,74565,False,False,False,False,False,True,True,
290,74626,False,True,False,False,False,False,True,
291,74952,False,False,False,False,False,False,True,
292,75011,False,False,False,False,True,False,True,
293,75251,False,False,False,False,False,True,True,
294,75258,True,False,False,False,True,False,True,
295,75639,False,False,False,False,False,True,True,
296,75751,False,True,False,False,False,False,True,
297,76126,False,True,True,False,False,True,True,
298,76270,True,False,False,False,False,False,True,
299,76514,False,True,True,False,False,False,True,
300,76593,False,False,True,False,False,False,True,
301,76738,True,True,False,False,False,False,True,
302,77008,True,True,False,False,False,False,True,
303,77236,False,False,False,False,True,True,True,
304,77414,False,False,False,True,False,True,True,
305,77606,False,True,True,False,False,False,True,
306,78003,True,True,False,False,False,False,True,
307,78073,False,False,False,False,False,True,True,
308,78110,False,True,False,False,False,False,True,
309,78203,False,True,True,False,False,True,True,
310,78269,False,True,False,False,False,False,True,
311,78363,False,False,False,False,False,False,True,
312,78395,False,True,True,False,True,False,True,
313,78794,True,False,False,False,True,False,True,
314,78895,False,False,False,True,False,False,True,
315,78948,False,True,False,False,True,True,True,
316,79378,False,True,False,False,False,True,True,
317,79458,False,False,False,False,False,True,True,
318,79545,True,False,False,True,True,False,True,
319,79607,False,True,True,True,False,True,True,
320,79864,False,True,True,False,False,False,True,
321,79968,True,False,True,False,False,True,True,
322,80877,False,False,False,True,False,True,True,
323,80879,False,False,True,False,False,False,True,
324,82416,True,False,False,True,False,False,True,
325,82459,False,True,True,True,True,False,True,
326,82460,True,True,False,False,False,True,True,
327,82686,False,True,False,False,False,False,True,
328,82873,False,True,True,False,False,False,True,
329,83097,False,False,False,False,False,True,True,
330,83284,False,False,False,False,False,False,True,
331,83372,False,True,False,False,False,True,True,
332,83781,False,True,True,False,False,False,True,
333,83799,False,True,False,False,False,False,True,
334,84424,False,True,False,False,False,True,True,
335,84621,False,False,False,False,True,True,True,
336,84873,False,True,False,False,False,False,True,
337,84894,False,False,False,False,False,True,True,
338,84990,True,True,True,False,False,False,True,
339,85052,False,True,False,False,False,False,True,
340,85170,True,True,False,False,False,True,True,
341,85213,False,False,False,False,False,True,True,
342,85446,True,True,False,False,False,False,True,
343,85488,True,False,False,False,False,True,True,
344,85739,False,False,False,False,True,False,True,
345,85762,True,False,False,False,False,False,True,
346,85764,True,False,False,False,False,True,True,
347,85865,False,False,True,False,False,False,True,
348,86486,True,True,False,False,False,False,True,
349,86504,False,True,False,False,False,False,True,
350,86515,True,False,False,False,False,False,True,
351,86620,False,True,False,False,False,True,True,
352,86659,True,False,False,False,True,False,True,
353,86671,False,True,False,False,False,True,True,
354,86672,False,True,False,False,False,False,True,
355,86782,False,False,False,False,False,True,True,
356,86808,True,False,False,False,False,False,True,
357,86909,False,True,False,False,False,True,True,
358,87141,False,False,True,False,False,False,True,
359,87835,False,False,False,False,False,False,True,
360,87968,False,True,False,False,False,False,True,
361,88020,False,True,True,False,False,True,True,
362,88131,False,False,False,False,False,True,True,
363,88200,False,False,False,True,False,True,True,
364,88689,False,True,False,False,True,False,True,
365,88847,False,False,False,False,False,True,True,
366,88853,False,True,False,False,False,True,True,
367,89088,False,False,False,False,False,True,True,
368,89109,True,False,False,False,False,False,True,
369,89252,True,True,False,False,False,True,True,
370,89434,False,True,False,False,False,True,True,
371,89796,True,False,False,False,False,True,True,
372,90195,False,True,False,False,True,True,True,
373,90565,True,False,False,False,False,False,True,
374,90766,False,True,False,False,False,True,True,
375,90862,False,True,True,False,False,False,True,
376,90877,True,True,False,False,True,False,True,
377,91221,False,False,False,False,False,True,True,
378,91522,False,True,False,True,True,True,True,
379,91598,True,False,False,False,False,False,True,
380,91732,False,False,False,True,False,True,True,
381,91920,False,True,True,False,False,True,True,
382,92189,False,False,False,True,False,True,True,
383,92350,True,False,True,False,False,False,True,
384,92562,False,True,False,False,False,True,True,
385,92601,False,False,False,False,False,True,True,
386,92712,False,False,False,True,False,False,True,
387,92897,True,True,False,False,False,False,True,
388,92992,False,True,False,True,True,False,True,
389,93487,False,True,False,False,False,False,True,
390,93563,False,False,False,False,True,False,True,
391,93659,False,True,False,False,False,False,True,
392,93684,False,True,False,False,False,True,True,
393,93686,False,True,False,False,False,False,True,
394,93712,False,False,True,False,False,True,True,
395,94080,False,False,False,True,False,False,True,
396,94734,True,False,False,False,False,False,True,
397,94985,False,True,False,False,False,True,True,
398,95082,False,True,True,False,False,False,True,
399,95156,False,True,False,False,False,True,True,
400,95162,False,False,False,False,False,False,True,
401,95422,False,True,False,True,False,False,True,
402,95552,True,True,False,False,False,True,True,
403,95729,False,True,False,False,False,True,True,
404,95862,False,True,False,False,False,False,True,
405,96477,False,True,False,False,False,False,True,
406,96792,False,True,False,True,False,True,True,
407,96852,False,True,False,False,False,False,True,
408,97003,True,False,False,False,False,False,True,
409,97081,False,False,False,False,False,True,True,
410,97330,False,True,True,False,False,False,True,
411,97331,False,True,True,False,False,True,True,
412,97663,False,True,True,True,False,False,True,
413,97764,True,True,False,False,True,True,True,
414,98596,True,True,False,False,False,False,True,
415,99051,False,False,False,False,False,True,True,
416,99646,False,False,False,False,False,False,True,
417,99745,False,True,False,False,False,True,True,
418,100752,True,True,False,True,False,False,True,
419,101770,False,True,True,True,True,False,True,
420,102994,False,False,False,False,False,False,True,
421,103238,False,True,False,False,False,False,True,
422,104262,True,False,False,False,False,False,True,
423,104482,True,True,False,False,False,True,True,
424,105602,True,False,False,False,False,False,True,
425,105847,False,True,False,False,True,False,True,
426,106175,False,True,True,False,False,False,True,
427,106545,False,True,True,False,True,False,True,
428,106682,False,True,False,False,False,False,True,
429,106934,True,False,False,False,False,True,True,
430,107008,False,False,False,True,False,True,True,
431,107066,True,True,False,False,False,True,True,
432,107427,False,False,False,False,False,True,True,
433,108321,False,True,False,True,False,False,True,
434,109703,False,False,True,False,False,False,True,
435,110285,True,False,False,False,False,False,True,
436,110435,False,False,False,False,False,True,True,
437,110589,True,False,False,True,False,False,True,
438,110630,False,True,False,False,False,False,True,
439,110631,False,True,False,False,False,True,True,
440,110639,False,False,False,False,False,True,True,
441,110662,False,False,True,False,False,False,True,
442,110755,False,True,True,False,False,True,True,
443,110763,False,True,False,False,False,False,True,
444,110991,True,True,True,False,True,True,True,
445,111118,True,False,False,False,False,False,True,
446,111463,True,True,False,False,False,False,True,
447,111466,True,False,True,False,True,False,True,
448,112000,True,False,False,False,False,False,True,
449,112401,False,True,False,False,False,False,True,
450,113682,False,False,False,True,False,True,True,
451,113727,False,False,True,False,False,True,True,
452,113746,True,False,True,False,False,True,True,
453,113808,False,True,False,False,False,True,True,
454,113964,False,False,False,False,True,False,True,
455,114172,True,False,False,False,False,True,True,
456,114236,True,False,False,False,False,False,True,
457,114687,False,True,False,False,False,False,True,
458,114753,False,True,False,False,False,False,True,
459,114986,True,False,True,False,False,False,True,
460,115663,False,True,False,False,False,True,True,
461,115670,False,False,False,True,False,False,True,
462,115860,False,True,False,False,False,False,True,
463,115894,False,True,False,False,False,False,True,
464,115895,False,False,False,False,False,True,True,
465,115985,True,False,False,False,False,False,True,
466,116399,False,True,False,True,False,False,True,
467,116760,False,True,False,False,False,True,True,
468,117298,True,False,False,False,False,True,True,
469,118725,False,False,False,False,False,True,True,
470,119688,True,True,False,False,False,False,True,
471,119700,True,False,True,False,False,True,True,
472,119967,False,True,False,False,False,False,True,
473,120332,False,True,False,False,True,True,True,
474,120607,False,False,False,False,False,False,True,
475,120808,True,False,False,False,False,False,True,
476,121135,False,True,False,False,False,False,True,
477,121556,False,True,False,False,False,True,True,
478,121606,False,True,False,False,False,True,True,
479,121908,False,False,False,False,False,True,True,
480,121974,False,True,False,False,False,False,True,
481,122332,True,False,False,False,True,False,True,
482,122735,False,False,False,False,False,True,True,
483,122946,False,False,False,True,True,True,True,
484,123249,False,True,True,False,False,False,True,
485,123963,False,True,False,True,False,False,True,
486,123964,False,True,False,False,False,True,True,
487,123966,False,False,False,False,False,True,True,
488,124091,False,True,True,False,False,True,True,
489,124997,False,True,False,False,False,False,True,
490,125673,False,True,False,False,True,False,True,
491,125688,False,True,False,False,False,True,True,
492,125689,True,False,False,False,True,False,True,
493,125900,False,True,False,False,False,True,True,
494,126039,False,True,False,False,False,False,True,
495,126357,True,False,False,False,False,False,True,
496,126495,False,False,False,False,False,True,True,
497,126510,True,False,False,True,False,False,True,
498,126885,True,False,False,False,False,True,True,
499,127349,False,False,False,True,False,False,True,
500,140532,False,True,False,True,True,False,True,
501,140761,False,True,False,False,False,True,True,
502,140762,False,True,True,False,False,True,True,
503,140774,True,False,False,False,False,True,True,
504,140973,True,False,False,False,False,False,True,
505,140976,False,True,False,True,False,True,True,
506,141017,False,False,False,False,False,True,True,
507,141119,True,True,False,False,False,False,True,
508,141120,True,True,False,False,False,False,True,
509,141555,False,True,False,True,False,False,True,
510,141599,False,False,False,False,True,True,True,
511,141919,False,False,False,False,False,True,True,
512,142304,False,False,False,True,False,False,True,
513,142338,True,False,False,False,False,False,True,
514,142423,True,False,True,False,True,True,True,
515,142431,False,True,False,False,False,True,True,
516,142562,True,False,False,False,False,False,True,
517,142684,False,True,False,False,False,False,True,
518,142923,False,True,False,False,False,True,True,
519,143362,False,False,False,False,False,True,True,
520,143657,False,False,True,False,False,False,True,
521,143706,False,False,False,False,False,True,True,
522,143708,True,False,False,False,False,False,True,
523,143932,False,False,False,False,False,True,True,
524,144380,False,False,False,False,False,True,True,
525,144634,True,False,False,True,False,True,True,
526,144738,False,False,True,False,False,True,True,
527,144973,True,True,False,False,False,True,True,
528,144977,False,False,True,False,False,False,True,
529,145479,False,False,False,False,False,True,True,
530,145647,True,True,False,False,False,False,True,
531,145813,True,True,False,False,False,False,True,
532,145872,False,True,True,False,False,False,True,
533,145933,False,False,False,False,False,True,True,
534,145967,True,False,False,False,False,False,True,
535,146380,False,True,False,False,False,True,True,
536,146387,False,False,False,True,False,False,True,
537,146609,False,True,False,True,True,True,True,
538,146997,False,False,False,False,True,True,True,
539,147147,False,False,False,False,False,False,True,
540,147192,False,True,False,True,False,True,True,
541,147193,True,False,True,True,False,False,True,
542,147263,False,True,True,False,False,False,True,
543,147437,True,False,False,False,False,False,True,
544,148322,False,False,False,False,False,True,True,
545,148335,False,True,True,False,False,False,True,
546,148380,False,False,False,False,True,False,True,
547,148440,False,True,False,False,True,True,True,
548,148462,True,True,False,False,False,False,True,
549,148721,False,False,False,True,True,False,True,
550,148760,True,False,False,False,False,False,True,
551,148761,False,True,False,True,False,False,True,
552,148793,False,True,False,False,False,False,True,
553,149030,False,True,False,False,False,False,True,
554,149837,True,False,False,False,False,False,True,
555,149899,True,False,False,False,False,False,True,
556,150203,False,True,True,False,False,False,True,
557,150804,False,False,False,False,False,True,True,
558,150852,False,True,False,True,True,False,True,
559,150919,True,True,False,True,False,False,True,
560,151056,False,True,True,False,False,False,True,
561,151311,True,True,False,False,False,False,True,
562,151313,False,True,False,False,False,False,True,
563,152176,False,True,False,True,False,False,True,
564,152601,False,True,False,True,False,False,True,
565,152838,False,False,True,False,False,True,True,
566,153052,False,True,True,False,True,False,True,
567,153279,True,True,False,False,False,True,True,
568,153733,False,True,False,False,False,False,True,
569,153734,True,True,True,False,False,False,True,
570,153809,True,False,True,True,True,False,True,
571,154109,False,False,False,False,False,True,True,
572,154533,True,True,False,False,False,False,True,
573,154694,False,False,False,False,False,True,True,
574,154697,True,True,True,False,True,False,True,
575,154821,False,False,False,False,False,True,True,
576,155084,False,True,False,False,False,False,True,
577,155445,False,True,False,False,False,True,True,
578,155477,False,True,False,True,False,True,True,
579,156124,True,True,False,False,False,False,True,
580,156674,False,True,False,False,True,True,True,
581,157324,False,True,False,False,False,True,True,
582,157344,False,False,True,False,False,False,True,
583,157723,False,True,False,True,False,False,True,
584,158117,True,True,False,False,False,False,True,
585,158518,False,True,False,False,False,False,True,
586,159172,False,True,False,True,False,False,True,
587,159444,False,True,True,False,True,True,True,
588,159451,True,False,False,False,False,False,True,
589,159513,True,True,False,False,False,True,True,
590,159515,False,True,False,False,False,True,True,
591,159564,False,True,True,False,False,False,True,
592,160600,False,True,False,False,False,True,True,
593,160724,True,True,False,False,False,True,True,
594,160818,True,False,False,False,False,False,True,
595,160861,False,True,False,False,False,False,True,
596,160868,False,True,False,False,False,False,True,
597,161037,False,True,True,False,False,True,True,
598,162001,False,False,False,False,False,True,True,
599,162225,False,True,True,False,False,False,True,
600,162283,False,False,False,False,False,True,True,
601,162744,True,False,False,False,False,False,True,
602,162941,True,False,False,False,False,True,True,
603,163237,False,True,False,False,False,False,True,
604,163458,False,True,False,True,False,False,True,
605,163857,True,False,False,False,False,True,True,
606,163916,False,True,False,False,False,False,True,
607,164277,True,False,False,False,False,True,True,
608,164284,True,True,False,False,False,False,True,
609,164573,False,False,False,False,False,True,True,
610,164939,False,False,True,True,False,True,True,
611,164947,False,False,False,False,True,True,True,
612,165072,True,False,False,False,False,False,True,
613,165125,False,False,False,True,False,True,True,
614,165226,False,True,False,False,True,True,True,
615,165549,False,False,False,False,False,True,True,
616,166219,True,False,True,False,False,False,True,
617,166325,False,False,False,False,False,True,True,
618,166678,False,True,False,False,False,False,True,
619,166907,False,False,False,False,False,True,True,
620,167556,True,True,False,False,False,False,True,
621,167820,False,True,False,False,False,False,True,
622,167839,True,False,False,False,False,False,True,
623,168170,True,True,True,False,False,False,True,
624,168345,True,False,False,False,False,False,True,
625,168780,True,False,False,False,False,False,True,
626,168894,True,False,False,False,False,False,True,
627,169289,False,True,False,False,False,False,True,
628,169334,True,False,False,False,False,False,True,
629,169514,False,True,False,False,False,False,True,
630,170711,True,True,False,False,False,False,True,
631,170908,False,False,False,True,False,False,True,
632,170993,True,False,False,False,False,False,True,
633,171097,True,False,False,False,False,False,True,
634,171309,False,False,False,True,False,False,True,
635,171682,False,False,False,False,False,False,True,
636,172016,True,False,False,False,False,False,True,
637,172718,False,True,False,False,False,False,True,
638,173936,True,False,False,False,True,False,True,
639,174213,False,True,False,False,False,True,True,
640,174783,True,True,False,False,False,False,True,
641,174928,False,True,True,False,False,True,True,
642,174961,False,True,False,False,False,False,True,
643,175499,False,True,True,False,True,True,True,
644,175512,False,False,True,False,False,False,True,
645,175932,True,False,False,False,False,False,True,
646,176074,True,False,False,True,True,False,True,
647,176075,False,True,False,False,False,True,True,
648,176128,True,False,True,False,True,True,True,
649,176656,False,True,False,False,False,True,True,
650,176689,False,True,True,False,False,False,True,
651,177124,False,True,False,False,False,True,True,
652,177305,False,False,False,False,False,False,True,
653,177466,True,False,False,False,False,True,True,
654,177477,False,False,False,False,False,False,True,
655,177644,False,False,False,True,True,True,True,
656,178003,False,False,False,False,False,True,True,
657,178176,True,False,False,True,True,False,True,
658,178358,False,True,False,False,True,False,True,
659,178653,False,True,False,False,False,True,True,
660,178818,True,True,False,False,False,False,True,
661,180257,False,True,False,False,False,False,True,
662,180874,False,True,False,False,False,True,True,
663,180996,True,True,True,False,False,False,True,
664,181036,True,True,True,True,False,False,True,
665,181791,False,True,True,False,False,True,True,
666,181904,True,False,False,False,False,False,True,
667,181949,False,False,False,False,True,False,True,
668,182593,False,True,False,False,False,True,True,
669,182607,True,False,False,False,True,False,True,
670,182795,True,True,True,False,False,False,True,
671,182930,False,False,False,False,False,True,True,
672,183598,True,True,True,False,True,True,True,
673,183644,False,True,False,False,False,False,True,
674,183647,False,False,False,False,True,False,True,
675,183666,False,True,True,False,False,True,True,
676,184387,False,True,False,False,True,False,True,
677,184455,True,False,False,False,False,False,True,
678,184810,False,True,False,False,False,False,True,
679,185629,True,False,False,False,True,False,True,
680,185940,True,False,False,False,False,False,True,
681,186124,False,True,False,False,False,False,True,
682,186325,False,False,True,False,False,True,True,
683,186528,False,True,False,False,True,False,True,
684,186580,False,False,True,False,False,True,True,
685,187135,False,True,False,False,False,True,True,
686,187486,False,False,True,False,False,False,True,
687,187876,True,False,False,False,False,False,True,
688,187986,False,True,False,False,False,False,True,
689,188000,True,False,False,False,False,False,True,
690,188209,True,False,False,False,True,False,True,
691,188399,True,False,True,False,False,True,True,
692,188624,False,False,False,True,False,True,True,
693,188654,True,True,False,True,False,False,True,
694,188861,True,False,False,False,False,False,True,
